,,,,,,,,,,,
,Day,Date,Open,High,Low,Close,SMAVG (50) on Close,SMAVG (100) on Close,SMAVG (200) on Close,Volume,SMAVG (150
,Tu,12/6/2016,10.39,10.4,10.03,10.17,12.2079,12.4649,11.824,133.512k,132.095k
,Mo,12/5/2016,9.88,10.36,9.835,10.33,12.2951,12.4704,11.8149,243.017k,133.118k
,,,,,,,,,,,
,Fr,12/2/2016,9.24,10.02,9.13,9.87,12.3713,12.4743,11.8081,171.329k,130.627k
,Th,12/1/2016,9.9,9.953,9.25,9.315,12.4617,12.4846,11.8023,218.036k,139.71k
,We,11/30/2016,10.18,10.244,9.85,9.87,12.561,12.5022,11.8004,177.683k,142.319k
,Tu,11/29/2016,10.53,10.7499,10.03,10.03,12.6436,12.5093,11.7955,139.866k,138.033k
,Mo,11/28/2016,11.04,11.1246,10.52,10.55,12.7224,12.5147,11.7909,107.775k,141.402k
,,,,,,,,,,,
,Fr,11/25/2016,11.26,11.27,11.04,11.11,12.7918,12.5118,11.7809,46493,144.414k
,We,11/23/2016,10.95,11.22,10.8201,11.19,12.8434,12.5019,11.768,113.919k,152.993k
,Tu,11/22/2016,10.76,10.95,10.56,10.9,12.889,12.4911,11.7501,90603,152.952k
,Mo,11/21/2016,10.82,10.83,10.42,10.72,12.9388,12.4858,11.7343,133.429k,164.246k
,,,,,,,,,,,
,Fr,11/18/2016,10.53,10.91,10.52,10.67,12.999,12.4843,11.7201,113.161k,164.885k
,Th,11/17/2016,10.68,10.78,10.51,10.57,13.0548,12.4791,11.7081,78965,165.114k
,We,11/16/2016,10.63,10.8282,10.47,10.71,13.1204,12.4728,11.6979,76692,166.113k
,Tu,11/15/2016,10.67,10.82,10.421,10.59,13.1846,12.4594,11.6837,136.951k,171.156k
,Mo,11/14/2016,11.25,11.36,10.7,10.77,13.2572,12.4545,11.667,148.846k,169.671k
,,,,,,,,,,,
,Fr,11/11/2016,10.81,11.42,10.64,11.24,13.3106,12.4537,11.6514,205.662k,168.165k
,Th,11/10/2016,10.95,12.04,10.81,10.86,13.3526,12.4427,11.6333,307.569k,163.558k
,We,11/9/2016,10.48,11.75,10.48,11.72,13.4048,12.4416,11.6151,257.172k,156.358k
,Tu,11/8/2016,11.22,11.37,10.78,10.99,13.4514,12.4309,11.5942,113.398k,147.325k
,Mo,11/7/2016,10.82,11.31,10.7,11.19,13.5164,12.4271,11.5775,190.398k,149.23k
,,,,,,,,,,,
,Fr,11/4/2016,10.81,10.88,10.46,10.47,13.576,12.4177,11.5586,152.953k,145.873k
,Th,11/3/2016,10.91,11.23,10.74,10.81,13.6548,12.4181,11.5467,175.179k,152.416k
,We,11/2/2016,10.92,11.1499,10.72,10.79,13.7208,12.411,11.5328,113.298k,159.012k
,Tu,11/1/2016,12.1,12.1,10.901,11.01,13.7844,12.403,11.5163,260.014k,169.379k
,Mo,10/31/2016,12.14,12.21,11.83,11.93,13.8426,12.3943,11.4974,143.013k,165.172k
,,,,,,,,,,,
,Fr,10/28/2016,12.15,12.298,12.05,12.21,13.8804,12.3823,11.477,116.6k,164.008k
,Th,10/27/2016,12.2,12.43,12.04,12.16,13.9158,12.3699,11.4581,93954,166.309k
,We,10/26/2016,12.02,12.48,12.02,12.25,13.9488,12.3613,11.4375,152.33k,169.126k
,Tu,10/25/2016,12.39,12.48,12,12.08,13.978,12.3532,11.4165,114.685k,169.48k
,Mo,10/24/2016,12.52,12.7147,12.3,12.42,14.0134,12.3388,11.3936,126.254k,169.075k
,,,,,,,,,,,
,Fr,10/21/2016,12.13,12.71,12.05,12.36,14.0344,12.3232,11.3746,136.557k,174.771k
,Th,10/20/2016,12.57,12.59,12.23,12.31,14.054,12.3074,11.3606,199.561k,184.918k
,We,10/19/2016,12.57,12.97,12.51,12.62,14.0618,12.2895,11.3515,121.684k,185.355k
,Tu,10/18/2016,13.49,13.5,12.63,12.67,14.0408,12.2673,11.3421,141.967k,194.774k
,Mo,10/17/2016,13.18,13.54,13.1301,13.32,14.0132,12.2494,11.3326,140.049k,207.753k
,,,,,,,,,,,
,Fr,10/14/2016,13.68,13.79,13.13,13.22,13.9666,12.2232,11.3162,251.091k,214.062k
,Th,10/13/2016,13.5,13.94,13.49,13.54,13.9162,12.1944,11.3012,274.117k,202.198k
,We,10/12/2016,14.16,14.34,13.5,13.56,13.8714,12.1518,11.2882,268.809k,190.383k
,Tu,10/11/2016,14.75,14.84,14.211,14.3,13.8,12.1103,11.2758,196.913k,179.143k
,Mo,10/10/2016,14.85,15.21,14.69,14.89,13.718,12.0587,11.2645,125.554k,171.441k
,,,,,,,,,,,
,Fr,10/7/2016,15.51,15.74,14.77,14.9,13.6238,12.0043,11.2516,151.112k,171.019k
,Th,10/6/2016,15.85,15.92,15.39,15.56,13.5372,11.9497,11.2348,136.21k,174.814k
,We,10/5/2016,15.68,16.15,15.6,15.84,13.4394,11.893,11.2104,157.639k,172.678k
,Tu,10/4/2016,15.75,15.75,15.37,15.59,13.334,11.8282,11.1852,108.612k,169.248k
,Mo,10/3/2016,15.5,15.69,15.0091,15.64,13.2294,11.7668,11.1586,211.693k,170.777k
,,,,,,,,,,,
,Fr,9/30/2016,15.04,15.4,14.91,15.22,13.1196,11.7053,11.1328,288.761k,165.473k
,Th,9/29/2016,15.16,15.5,14.9,15.07,13.0148,11.6579,11.1062,206.115k,168.062k
,We,9/28/2016,15.5,15.5,14.81,15.13,12.9164,11.6082,11.0769,262.961k,162.504k
,Tu,9/27/2016,14.57,15.21,14.54,15.16,12.8176,11.5618,11.0495,336.653k,153.698k
,Mo,9/26/2016,14.11,14.91,14.11,14.53,12.7218,11.5136,11.0247,234.687k,148.145k
,,,,,,,,,,,
,Fr,9/23/2016,14.26,14.38,13.89,14.14,12.6456,11.4726,11.0016,73133,140.482k
,Th,9/22/2016,14.45,14.4567,14.28,14.39,12.5774,11.4428,10.9789,96888,144.049k
,We,9/21/2016,14.11,14.31,13.76,14.28,12.5076,11.4199,10.9565,100.216k,145.21k
,Tu,9/20/2016,13.98,14.3,13.95,14,12.4434,11.4093,10.9339,81379,147.705k
,Mo,9/19/2016,14.06,14.177,13.82,13.97,12.375,11.4026,10.9135,119.221k,148.977k
,,,,,,,,,,,
,Fr,9/16/2016,13.69,14.04,13.54,14.02,12.307,11.4041,10.8932,208.039k,153.378k
,Th,9/15/2016,13.57,13.79,13.34,13.69,12.2318,11.4035,10.8729,104.174k,154.12k
,We,9/14/2016,13.36,13.63,13.2,13.47,12.1604,11.3974,10.854,106.192k,158.873k
,Tu,9/13/2016,13.48,13.65,13.06,13.39,12.0932,11.3969,10.8366,131.545k,159.574k
,Mo,9/12/2016,13.6,13.74,13.18,13.73,12.0328,11.3965,10.8158,132.134k,161.436k
,,,,,,,,,,,
,Fr,9/9/2016,13.67,13.88,13.21,13.46,11.9696,11.3903,10.7857,327.59k,160.587k
,Th,9/8/2016,14.23,14.23,13.77,13.85,11.9034,11.3845,10.7552,122.743k,148.023k
,We,9/7/2016,14.18,14.49,13.67,13.92,11.8252,11.3776,10.7228,130.882k,155.405k
,Tu,9/6/2016,14.07,14.55,13.73,14.22,11.7342,11.3717,10.69,253.354k,155.766k
,,,,,,,,,,,
,Fr,9/2/2016,13.2,13.68,13.1943,13.44,11.6518,11.3751,10.6552,119.733k,154.182k
,Th,9/1/2016,13.39,13.54,13.02,13.34,11.5968,11.376,10.6209,126.648k,163.224k
,We,8/31/2016,14,14.13,13.38,13.47,11.5328,11.3763,10.5884,114.294k,177.872k
,Tu,8/30/2016,14.22,14.4,13.92,14.05,11.4784,11.3755,10.5567,137.652k,228.271k
,Mo,8/29/2016,14.17,14.5,14.1,14.24,11.4104,11.3677,10.5197,100.448k,231.733k
,,,,,,,,,,,
,Fr,8/26/2016,14.43,14.7,14.01,14.17,11.3378,11.3541,10.485,185.248k,233.81k
,Th,8/25/2016,14.07,14.48,13.8,14.41,11.2594,11.3413,10.4534,219.165k,225.512k
,We,8/24/2016,14,14.44,14,14.11,11.1814,11.3221,10.4335,175.473k,218.41k
,Tu,8/23/2016,13.87,14.17,13.74,13.97,11.1012,11.3104,10.4203,116.705k,221.706k
,Mo,8/22/2016,13.57,14.27,13.57,13.92,11.0216,11.2996,10.4045,159.467k,218.487k
,,,,,,,,,,,
,Fr,8/19/2016,13.91,13.95,13.521,13.82,10.946,11.2918,10.3913,119.399k,211.95k
,Th,8/18/2016,13.8,13.98,13.66,13.98,10.8842,11.284,10.3807,139.141k,210.401k
,We,8/17/2016,13.74,14,13.45,13.81,10.824,11.2746,10.3701,233.462k,205.373k
,Tu,8/16/2016,13.72,13.83,13.45,13.71,10.7738,11.2613,10.3546,136.306k,193.112k
,Mo,8/15/2016,13.59,14,13.25,13.85,10.7284,11.2497,10.3404,229.591k,188.34k
,,,,,,,,,,,
,Fr,8/12/2016,13.32,14,13.315,13.47,10.6642,11.2324,10.3276,255.365k,182.801k
,Th,8/11/2016,12.99,13.405,12.84,13.34,10.612,11.227,10.3116,346.367k,172.297k
,We,8/10/2016,11.9,13.43,11.89,12.7,10.5608,11.2143,10.2969,870.271k,153.411k
,Tu,8/9/2016,11.33,11.6,11.253,11.57,10.5172,11.2023,10.2879,189.591k,99491
,Mo,8/8/2016,11.12,11.62,11.1,11.29,10.4938,11.1976,10.2839,131.594k,91161
,,,,,,,,,,,
,Fr,8/5/2016,10.77,11.194,10.7262,10.99,10.4856,11.191,10.2791,60784,89475
,Th,8/4/2016,11.34,11.7,10.65,10.7,10.4798,11.1846,10.279,112.628k,89977
,We,8/3/2016,10.03,11.38,9.97,11.3,10.4726,11.1977,10.2771,224.926k,88487
,Tu,8/2/2016,10.2,10.39,9.9513,9.99,10.4322,11.194,10.2726,68412,80098
,Mo,8/1/2016,10.15,10.36,10.05,10.2,10.4206,11.1979,10.2749,61407,86545
,,,,,,,,,,,
,Fr,7/29/2016,10.5,10.61,9.95,10.18,10.3994,11.2065,10.2725,96176,89212
,Th,7/28/2016,10.66,10.78,10.38,10.57,10.3848,11.2174,10.271,63717,97790
,We,7/27/2016,10.47,10.84,10.47,10.67,10.3622,11.2324,10.2658,49552,99862
,Tu,7/26/2016,10.3,10.59,10.3,10.57,10.3466,11.2351,10.2603,64723,104.561k
,Mo,7/25/2016,10.12,10.45,10.12,10.36,10.3224,11.238,10.2553,146.507k,107.211k
,,,,,,,,,,,
,Fr,7/22/2016,9.98,10.25,9.9,10.15,10.3042,11.2363,10.2469,97802,103.237k
,Th,7/21/2016,10.19,10.38,9.95,9.98,10.291,11.2318,10.2368,63077,109.362k
,We,7/20/2016,10.19,10.33,10.05,10.15,10.301,11.2234,10.2247,61463,112.787k
,Tu,7/19/2016,10.3,10.519,10.16,10.19,10.3,11.2109,10.2085,64641,120.419k
,Mo,7/18/2016,10.62,10.651,10.27,10.37,10.306,11.1976,10.1914,106.307k,144.581k
,,,,,,,,,,,
,Fr,7/15/2016,10.76,10.91,10.48,10.72,10.3054,11.1831,10.1731,68324,158.062k
,Th,7/14/2016,11.03,11.17,10.71,10.73,10.2996,11.1595,10.1522,90264,160.929k
,We,7/13/2016,11.08,11.46,10.8673,10.9,10.3082,11.1419,10.1326,99092,162.627k
,Tu,7/12/2016,10.75,11.29,10.67,11.07,10.3322,11.12,10.1131,165.116k,162.158k
,Mo,7/11/2016,10.6,10.92,10.53,10.58,10.3752,11.0986,10.094,101.426k,157.558k
,,,,,,,,,,,
,Fr,7/8/2016,9.65,10.7,9.65,10.57,10.4302,11.0816,10.0767,224.839k,164.822k
,Th,7/7/2016,10.18,10.4175,10.129,10.26,10.5012,11.0671,10.061,94804,158.48k
,We,7/6/2016,9.97,10.28,9.85,10.12,10.5752,11.0501,10.0489,120.035k,166.193k
,Tu,7/5/2016,10.22,10.25,9.91,10.11,10.6344,11.0341,10.0375,104.472k,165.548k
,,,,,,,,,,,
,Fr,7/1/2016,10.57,10.8,10.25,10.37,10.7006,11.0091,10.0242,86899,168.993k
,Th,6/30/2016,10.2,10.57,9.96,10.57,10.7602,10.9827,10.0105,189.671k,171.269k
,We,6/29/2016,9.97,10.31,9.81,10.15,10.811,10.956,9.9946,114.45k,165.694k
,Tu,6/28/2016,9.78,10.05,9.5001,9.94,10.8656,10.9371,9.9804,175.951k,172.353k
,Mo,6/27/2016,10,10.28,9.08,9.37,10.93,10.923,9.9682,427.058k,184.984k
,,,,,,,,,,,
,Fr,6/24/2016,10,10.45,10,10.1,11.0092,10.9079,9.9572,308.522k,172.371k
,Th,6/23/2016,10.27,10.73,10.27,10.69,11.0984,10.8795,9.9456,111.331k,161.242k
,We,6/22/2016,10.76,10.81,10.1,10.14,11.1552,10.849,9.9295,115.733k,163.17k
,Tu,6/21/2016,10.66,10.9599,10.32,10.75,11.2198,10.8238,9.9142,92062,170.385k
,Mo,6/20/2016,10.79,11.08,10.62,10.65,11.2726,10.7886,9.8954,96117,174.111k
,,,,,,,,,,,
,Fr,6/17/2016,10.31,10.93,10.165,10.61,11.325,10.7576,9.8772,210.383k,187.627k
,Th,6/16/2016,10.43,10.51,10.02,10.25,11.3704,10.7279,9.86,129.714k,187.351k
,We,6/15/2016,9.97,10.86,9.97,10.51,11.4232,10.6995,9.8456,210.49k,202.156k
,Tu,6/14/2016,9.93,10.32,9.78,10.1,11.4628,10.6754,9.8291,110.367k,209.264k
,Mo,6/13/2016,10.12,10.37,9.9121,9.99,11.5196,10.6546,9.814,156.153k,213.247k
,,,,,,,,,,,
,Fr,6/10/2016,10.55,10.5694,10.12,10.14,11.5776,10.6295,9.8003,121.032k,211.315k
,Th,6/9/2016,10.81,10.97,10.62,10.73,11.6376,10.6004,9.7837,106.04k,224.059k
,We,6/8/2016,11.4,11.51,10.91,10.97,11.6838,10.5716,9.7636,214.348k,228.423k
,Tu,6/7/2016,11.48,11.85,11.27,11.3,11.7252,10.5464,9.7414,365.408k,236.597k
,Mo,6/6/2016,10.71,11.6,10.5841,11.44,11.7488,10.5136,9.7159,237.862k,231.843k
,,,,,,,,,,,
,Fr,6/3/2016,10.88,10.92,10.39,10.64,11.771,10.4797,9.6928,141.596k,229.574k
,Th,6/2/2016,10.82,10.98,10.59,10.86,11.8006,10.4483,9.6753,140.247k,236.721k
,We,6/1/2016,10.51,10.89,10.5,10.78,11.842,10.4261,9.6583,223.959k,262.991k
,Tu,5/31/2016,10.46,10.88,10.37,10.52,11.8678,10.4137,9.6424,147.95k,270.505k
,,,,,,,,,,,
,Fr,5/27/2016,10.78,11.065,10.32,10.4,11.8874,10.4135,9.6259,298.858k,302.803k
,Th,5/26/2016,10.73,11.0899,10.67,10.88,11.9014,10.417,9.6125,206.236k,292.201k
,We,5/25/2016,10.47,10.89,10.4,10.7,11.8964,10.4158,9.5971,351.792k,297.78k
,Tu,5/24/2016,9.66,10.46,9.46,10.34,11.8894,10.4093,9.5886,317.108k,302.302k
,Mo,5/23/2016,9.35,9.635,9.25,9.28,11.9228,10.408,9.5799,170.118k,309.5k
,,,,,,,,,,,
,Fr,5/20/2016,9.24,9.49,9.17,9.41,11.9558,10.4247,9.5774,127.17k,335.369k
,Th,5/19/2016,9.39,9.59,9.03,9.14,11.9752,10.4413,9.5725,312.189k,358.463k
,We,5/18/2016,9.44,9.78,9.39,9.45,12.0136,10.4704,9.5698,171.505k,364.586k
,Tu,5/17/2016,9.83,10,9.36,9.44,12.05,10.4988,9.5684,336.962k,370.789k
,Mo,5/16/2016,9.35,9.93,9.35,9.89,12.1026,10.5199,9.5696,294.093k,376.474k
,,,,,,,,,,,
,Fr,5/13/2016,9.33,9.832,9.32,9.36,12.1236,10.5279,9.5684,203.828k,399.366k
,Th,5/12/2016,9.5,9.9794,9.315,9.45,12.1536,10.5422,9.568,248.793k,399.47k
,We,5/11/2016,10.11,10.62,9.4102,9.49,12.1684,10.5505,9.567,534.3k,405.447k
,Tu,5/10/2016,10.09,10.57,9.93,10.48,12.1726,10.5604,9.566,336.667k,389.039k
,Mo,5/9/2016,10.62,10.76,10.03,10.1,12.1458,10.5545,9.5596,632.424k,383.525k
,,,,,,,,,,,
,Fr,5/6/2016,10.24,10.8,10.24,10.49,12.1218,10.5456,9.5566,139.828k,355.969k
,Th,5/5/2016,10.54,10.93,10.3,10.34,12.0892,10.5372,9.5526,289.918k,373.237k
,We,5/4/2016,11,11.47,10.4005,10.43,12.0608,10.5358,9.55,419.626k,394.871k
,Tu,5/3/2016,12.1,12.365,11.11,11.16,12.0194,10.5306,9.5476,425.075k,387.255k
,Mo,5/2/2016,13.3,13.49,11.9801,12.1,11.9756,10.515,9.5442,558.158k,383.361k
,,,,,,,,,,,
,Fr,4/29/2016,13.36,13.82,13.14,13.22,11.9078,10.493,9.5366,473.585k,358.832k
,Th,4/28/2016,14.11,14.282,13.27,13.33,11.822,10.4586,9.5232,404.035k,367.549k
,We,4/27/2016,13.83,14.42,13.83,14.12,11.733,10.4244,9.5096,264.548k,364.582k
,Tu,4/26/2016,13,14,13,13.96,11.633,10.3823,9.4915,422.233k,371.58k
,Mo,4/25/2016,13.41,13.63,13,13.08,11.525,10.3422,9.472,637.471k,363.185k
,,,,,,,,,,,
,Fr,4/22/2016,13.48,13.76,13.28,13.42,11.4338,10.3106,9.4546,205.388k,333.022k
,Th,4/21/2016,13.17,13.65,13.16,13.35,11.3176,10.2762,9.4361,338.444k,329.286k
,We,4/20/2016,12.87,13.37,12.87,13.11,11.2052,10.2352,9.4198,288.188k,323.32k
,Tu,4/19/2016,13.16,13.5899,12.825,12.88,11.101,10.1811,9.4048,253.954k,327.536k
,Mo,4/18/2016,13.18,13.5,13,13.16,11.0086,10.1258,9.3935,219.084k,335.986k
,,,,,,,,,,,
,Fr,4/15/2016,14.3,14.34,13.2001,13.33,10.916,10.068,9.3814,398.848k,346.763k
,Th,4/14/2016,13.79,14.75,13.67,14.56,10.8066,10.0084,9.3703,614.421k,345.293k
,We,4/13/2016,13.48,13.95,13.37,13.53,10.6606,9.9353,9.3567,305.4k,366.208k
,Tu,4/12/2016,13.25,13.72,13.1,13.37,10.5428,9.8658,9.3516,366.664k,410.897k
,Mo,4/11/2016,13.4,13.8,13.29,13.39,10.4278,9.8005,9.349,190.216k,410.396k
,,,,,,,,,,,
,Fr,4/8/2016,13.05,13.33,12.93,13.27,10.3046,9.7379,9.3452,604.346k,415.282k
,Th,4/7/2016,12.62,13.09,12.62,12.88,10.1902,9.6716,9.3426,359.527k,386.671k
,We,4/6/2016,12.49,13.05,12.44,12.89,10.0854,9.6159,9.3389,369.51k,370.804k
,Tu,4/5/2016,12.9,13.06,12.43,12.49,9.9758,9.5654,9.336,296.313k,370.907k
,Mo,4/4/2016,12.98,13.18,12.84,12.94,9.8879,9.5449,9.3358,185.022k,378.828k
,,,,,,,,,,,
,Fr,4/1/2016,13.11,13.117,12.7211,12.89,9.7897,9.5302,9.3334,149.346k,380.015k
,Th,3/31/2016,13.07,13.4,13.01,13.14,9.6815,9.5094,9.3306,248.966k,382.241k
,We,3/30/2016,13.36,13.5,12.89,13.04,9.5633,9.4909,9.3266,351.425k,376.798k
,Tu,3/29/2016,12.49,13.43,12.36,13.04,9.4595,9.4775,9.3228,380.709k,381.028k
,Mo,3/28/2016,11.92,12.964,11.82,12.48,9.3675,9.4656,9.3231,380.733k,391.62k
,,,,,,,,,,,
,Th,3/24/2016,11.93,12.7899,11.14,12.55,9.2785,9.4479,9.3264,376.801k,402.383k
,We,3/23/2016,13.89,13.9,12,12.12,9.1885,9.4311,9.3293,928.142k,402.881k
,Tu,3/22/2016,12.1,13.4499,12.091,12.93,9.0961,9.4228,9.3336,975.732k,368.875k
,Mo,3/21/2016,11.45,12.2499,11.45,12.07,9.0101,9.3962,9.3363,359.145k,326.802k
,,,,,,,,,,,
,Fr,3/18/2016,11.06,11.56,11.06,11.5,8.9597,9.3795,9.3404,263.509k,309.135k
,Th,3/17/2016,10.68,11.2,10.4028,11.1,8.9395,9.3736,9.3476,175.182k,298.639k
,We,3/16/2016,10.25,10.71,10.2,10.63,8.9325,9.3702,9.3541,121.528k,294.131k
,Tu,3/15/2016,11.9,11.9,10.25,10.35,8.9353,9.3672,9.3615,371.051k,304.554k
,Mo,3/14/2016,11.26,12.135,11.2,12.01,8.9291,9.3734,9.3725,415.129k,293.693k
,,,,,,,,,,,
,Fr,3/11/2016,10.49,11.04,10.28,10.93,8.8931,9.3566,9.3762,202.821k,273.733k
,Th,3/10/2016,11.2,11.3944,10.33,10.38,8.8935,9.3512,9.3865,182.746k,264.556k
,We,3/9/2016,11.32,11.39,10.81,11.06,8.9075,9.3519,9.3961,167.315k,261.705k
,Tu,3/8/2016,11.94,11.98,10.99,11.27,8.9271,9.3385,9.4021,414.873k,264.36k
,Mo,3/7/2016,11.39,12.16,10.89,12.07,8.9477,9.3246,9.4087,539.595k,249.634k
,,,,,,,,,,,
,Fr,3/4/2016,10.87,11.92,10.87,10.94,8.9373,9.2991,9.4098,542.178k,220.342k
,Th,3/3/2016,10.5,11.38,10.48,10.86,8.9321,9.2854,9.4158,384.264k,196.197k
,We,3/2/2016,9.5,10.68,9.495,10.19,8.9309,9.2726,9.4234,418.057k,176.67k
,Tu,3/1/2016,9.23,9.925,9.211,9.7,8.9325,9.2576,9.4352,344.639k,154.106k
,Mo,2/29/2016,8.93,9.29,8.85,9.14,8.9481,9.2418,9.4502,94144,136.474k
,,,,,,,,,,,
,Fr,2/26/2016,8.87,9.29,8.86,8.9,8.9631,9.2261,9.4695,106.061k,136.72k
,Th,2/25/2016,8.92,9.02,8.61,8.86,8.9693,9.206,9.4919,107.571k,146.847k
,We,2/24/2016,8.21,9.09,7.9201,8.92,8.9851,9.1853,9.5127,277.866k,150.744k
,Tu,2/23/2016,9.16,9.16,8.34,8.36,9.0107,9.1631,9.5319,208.132k,139.793k
,Mo,2/22/2016,8.8,9.25,8.7501,8.97,9.0417,9.1449,9.5531,115.739k,130.919k
,,,,,,,,,,,
,Fr,2/19/2016,8.86,9.03,8.5,8.71,9.0545,9.1233,9.5711,65164,131.801k
,Th,2/18/2016,8.91,9.09,8.52,8.93,9.0783,9.1062,9.594,139.981k,134.334k
,We,2/17/2016,9.17,9.38,8.76,8.88,9.0951,9.0894,9.616,207.131k,131.418k
,Tu,2/16/2016,8.59,9.25,8.56,9.12,9.1159,9.0717,9.6388,193.984k,124.724k
,,,,,,,,,,,
,Fr,2/12/2016,8.55,8.78,8.152,8.56,9.1317,9.0549,9.6618,100.217k,126.234k
,Th,2/11/2016,7.55,8.65,7.42,8.52,9.1595,9.0478,9.6902,180.007k,137.284k
,We,2/10/2016,7.75,7.95,7.41,7.61,9.1875,9.0409,9.7214,91350,151.31k
,Tu,2/9/2016,7.73,7.96,7.5,7.73,9.2349,9.0393,9.755,79608,166.696k
,Mo,2/8/2016,8.02,8.18,7.62,7.9,9.2651,9.0384,9.7894,80148,178.422k
,,,,,,,,,,,
,Fr,2/5/2016,8.45,8.7,8.21,8.26,9.2611,9.0332,9.8249,97846,201.138k
,Th,2/4/2016,7.67,8.85,7.61,8.53,9.2431,9.0237,9.8577,257.956k,225.694k
,We,2/3/2016,7.37,7.9689,7.1,7.86,9.2199,9.0133,9.8899,166.036k,228.641k
,Tu,2/2/2016,7.41,7.61,7.16,7.26,9.2101,9.0064,9.9279,113.598k,243.526k
,Mo,2/1/2016,7.51,7.749,7.13,7.64,9.2099,9.0118,9.9664,75016,265.355k
,,,,,,,,,,,
,Fr,1/29/2016,7.1,7.9,7.1,7.62,9.1887,9.01,10.0055,128.979k,293.558k
,Th,1/28/2016,7.68,7.81,7.21,7.23,9.1731,9.0047,10.0458,103.151k,332.13k
,We,1/27/2016,7.54,7.99,7.4,7.55,9.1711,9.0022,10.0851,96245,347.614k
,Tu,1/26/2016,7.47,7.78,7.04,7.64,9.1531,8.9969,10.1225,106.717k,354.571k
,Mo,1/25/2016,8.12,8.23,7.27,7.41,9.1465,8.9921,10.1629,216.64k,371.57k
,,,,,,,,,,,
,Fr,1/22/2016,7.93,8.4446,7.9096,8.095,9.1551,8.9916,10.2025,265.97k,370.322k
,Th,1/21/2016,7.5,8.42,7.286,8.03,9.2018,8.9829,10.2371,390.392k,388.555k
,We,1/20/2016,7.05,7.61,6.6044,7.48,9.2708,8.9734,10.2687,322.135k,389.718k
,Tu,1/19/2016,8,8.1018,7.05,7.23,9.3374,8.9711,10.3024,255.504k,390.602k
,,,,,,,,,,,
,Fr,1/15/2016,8.09,8.1299,7.5,7.85,9.4184,8.9669,10.3355,420.886k,379.59k
,Th,1/14/2016,8.1,8.5512,7.7238,8.44,9.4954,8.9556,10.3638,466.189k,379.518k
,We,1/13/2016,8.32,8.44,7.841,8.03,9.5638,8.9365,10.3898,302.159k,366.39k
,Tu,1/12/2016,8.02,8.344,7.695,8.05,9.6172,8.9181,10.4174,389.309k,356.189k
,Mo,1/11/2016,8.51,8.5892,7.4801,7.5,9.6736,8.9059,10.447,441.03k,362.457k
,,,,,,,,,,,
,Fr,1/8/2016,9.67,9.99,8.44,8.63,9.7496,8.9022,10.479,498.061k,353.444k
,Th,1/7/2016,10.34,10.68,9.504,9.55,9.7824,8.8905,10.5049,707.562k,360.442k
,We,1/6/2016,10.62,11.09,10.25,10.49,9.7994,8.8711,10.5267,335.415k,338.277k
,Tu,1/5/2016,10.72,10.8,10.2515,10.75,9.8076,8.8383,10.542,200.599k,335.569k
,Mo,1/4/2016,10.04,10.91,9.34,10.77,9.808,8.808,10.5569,361.702k,336.147k
,,,,,,,,,,,
,Th,12/31/2015,10.12,10.4,9.7721,10.04,9.799,8.7784,10.5735,197.923k,328.172k
,We,12/30/2015,10.82,11.24,10.18,10.21,9.8176,8.768,10.5962,539.462k,334.527k
,Tu,12/29/2015,11.01,11.36,10.8,10.95,9.82,8.7518,10.6154,407.834k,321.087k
,Mo,12/28/2015,11.79,11.96,10.97,11.08,9.809,8.7301,10.6364,335.394k,304.221k
,,,,,,,,,,,
,Th,12/24/2015,12.18,12.55,11.98,12.04,9.7964,8.7036,10.6566,90324,288.498k
,We,12/23/2015,11.61,12.67,11.57,12.3,9.75,8.6693,10.6687,419.81k,289.884k
,Tu,12/22/2015,10.56,11.8,10.56,11.55,9.7016,8.638,10.6778,269.271k,272.369k
,Mo,12/21/2015,10.71,11.07,10.44,10.68,9.661,8.6192,10.6903,149.146k,261.968k
,,,,,,,,,,,
,Fr,12/18/2015,10.31,10.8,10.07,10.8,9.6388,8.609,10.7072,483.323k,286.503k
,Th,12/17/2015,10.38,10.7,10.24,10.27,9.6144,8.5938,10.7239,305.835k,267.459k
,We,12/16/2015,9.89,10.55,9.61,10.48,9.5826,8.5836,10.7457,603.031k,286.358k
,Tu,12/15/2015,9.29,9.91,9.0501,9.89,9.5356,8.5717,10.7645,375.089k,260.216k
,Mo,12/14/2015,9.57,9.63,8.7715,9.21,9.489,8.5647,10.7884,294.792k,243.659k
,,,,,,,,,,,
,Fr,12/11/2015,10.26,10.26,9.45,9.65,9.4428,8.5677,10.8183,209.264k,239.618k
,Th,12/10/2015,9.94,10.22,9.7,10.2,9.3854,8.5681,10.8457,242.079k,238.065k
,We,12/9/2015,9.54,9.94,9.49,9.91,9.3156,8.5642,10.8723,293.247k,235.948k
,Tu,12/8/2015,9.81,10.28,9.45,9.61,9.2482,8.5647,10.8968,337.871k,227.871k
,Mo,12/7/2015,10.68,10.68,9.77,9.9,9.192,8.5733,10.9228,154.841k,224.639k
,,,,,,,,,,,
,Fr,12/4/2015,9.95,10.09,9.63,9.77,9.1342,8.5802,10.9506,99551,228.623k
,Th,12/3/2015,10.02,10.32,9.73,9.92,9.0838,8.5879,10.9833,111.112k,244.423k
,We,12/2/2015,9.99,10.45,9.84,9.91,9.0276,8.5947,11.0157,157.089k,256.895k
